id,product_id,user_id,profile_name,helpfulness_numerator,helpfulness_denominator,score,time,summary,text,helpfulness_percentage
342904,B000EDG4K8,A1IKDJMRX8T3O7,Dolores E. Keiper,8,8,5,1216166400,Super stuff!,"I have this powder twice a day- mixed with egg or in cereal. Remember ""No Grain,No Gain"". Never felt better!",1.0
377746,B000BWR26W,A29372GEFNUI75,Catherine Joy,8,8,5,1168473600,Excellent Anthon Berg Chocolate Liqueurs.,These were everything I expected them to be and more. I would recommend them as a very special treat.,1.0
378757,B001EO7EI2,A21WD8WILQG7JX,fun with Amazon,8,8,5,1234396800,great nuts,Fast shipping great value better price than a local food store Keeps well in the freezer.,1.0
389290,B000EF3E5Y,A3JCOQAD5K1K5I,EWD,8,8,5,1199404800,Simply the Best,"This is consistently the best tasting, cleanest, highest quality canned tuna I've found.  It's worth the price.",1.0
439273,B003M5VN92,A2ZXQXAHVSW4G5,Cat Lover,8,8,5,1297814400,Great food!,Our new kitten loves this canned food! He is now 7 months old and still begs for it! Great food!,1.0
447119,B0002PCET8,A2TWEIJVSW1G61,A. Rehnblom,8,8,5,1095206400,yummm,This stuff tastes just like Sweettarts.  I recommend it to anyone who can get their hands on it.,1.0
485976,B000EF18YI,A25U7IXVWTWYJF,M. Simpson,8,8,4,1233187200,Very Tasty,These are the best tasting of the Crown Prince offerings for Sardines in Olive Oil.,1.0
492730,B000IW71BQ,A1D3X8EJIX0QGV,"CanAmFam ""CanAmFam""",8,8,5,1201478400,"Always ships quickly and arrives in ""purr""fect condition",Cats go crazy for this product - and it's all natural and good for them.,1.0
514392,B0001M0Z6Q,AD2QRU9ZXBQZ1,Domestic Gnome,8,8,5,1262131200,"Crisp, intense pepper flavor",Has a nice sharp pepper flavor that really shows in recipes versus the grocery store stuff.  Excellent price.,1.0
517092,B001FA1LAC,AGIVXUB0E0C1Q,Sir Jay,8,8,5,1199059200,Forget about Campbells,"Simply the best tomato soup to be had, why it's not easily available in the states I don't know.",1.0
521878,B0002NYNYY,A262II4KDBZSSP,"tryitallonce ""tryitallonce""",8,8,5,1229385600,goodeats,[...]  This is delicious. Try it on steamed broccoli or cauliflower etc. Subtle and unlike anything you've ever tasted!,1.0
540584,B001D0GV90,A2GD6RRLK1I7Y3,R. Haynes,8,8,4,1168732800,Love this - why isn't it available!,Tried many different styles.  This is strong yet a great taste - not bitter love this coffee.,1.0
10361,B000V6FTTU,A5PFMT0YEZV32,Olga Troubina,8,9,3,1199232000,Good chili,"This chili is filling and mildly spicy. Cooks well, however it makes exploding noises in my microwave.",0.8888888888888888
17572,B0000GH6UQ,A2Q2IWWX5MLU9C,"T. Butterfield ""lab rat""",8,9,5,1104451200,The Best,"It is the best hot chocolate I have ever tasted, the cinnamon is what makes it good",0.8888888888888888
17832,B0001FQVCA,A2GJGLU65WMK0V,James Cho,8,9,5,1085184000,nutella!,it is an excellent spread.  nutella and peanut butter sandwiches rule.,0.8888888888888888
46821,B001J78U6O,AXYOK5FU1DOBZ,"Herbert Vaughan ""brynfechan""",8,9,5,1172966400,Leonidas is superb,Leonidas dark chocolate is sensational. To enjoy its full flavor let the segment melt on your tongue. Don't chew.,0.8888888888888888
60266,B001ELL3LY,A36RQ8DLJOS1CI,"grandmother L. ""bread baker""",8,9,5,1229904000,Super Organic Milk Powder,A wonderful organic milk powder. It mixes easily. Handy for cooking. Great for drinking too.,0.8888888888888888
78818,B001E5DZSO,A2REJ9BAP4UYTK,"Charles M. Mckee ""Mike""",8,9,5,1179619200,Great in Coffee!,I got a bag of this for Christmas and used it to sweeten my coffee.  Wonderful stuff!,0.8888888888888888
80656,B0000E6NM9,A15O222RXPPZDQ,K. Stanton,8,9,4,1127174400,Just What The Doctor Ordered - Get Well Gift Basket,Great gift. Fast delivery. Quality product.,0.8888888888888888
102341,B0000DJ80M,A6XLJQ8KAONQG,Mark A. Paul,8,9,4,1170547200,small and tasty,If you like them small you won't be disappointed. Tasty though. I would upgrade to the bigger ones.,0.8888888888888888
120965,B001EQ57KW,AQP0V78KN6R1O,Eve Green,8,9,5,1216512000,Very Tasty,These are the best seeds I've ever tasted.  Full of flavor.  It's hard to stop eating them!!!,0.8888888888888888
142667,B001FA1KJO,A1AMCR6ISCN2Z6,"William C. Diemer ""wcd53""",8,9,5,1179273600,Good Deal,"I use at least two (2) of these coffee singles each morning.  Easy, fast and delicious.  Excellent product...",0.8888888888888888
178456,B000TIZP5I,AFLBUS02L5NGB,"Ron, PA ""Ron, PA""",8,9,5,1251936000,Arrived on time. Great product,The product was packaged well and instructions on keeping it fresh were very clear. It has a wonderful flavor.,0.8888888888888888
185124,B000N1EP3O,A209QS3TQP771O,Diana M. Cook,8,9,5,1220486400,Great!,"my plant was in great health. A little wilted, but that is normal. does include instructions. will buy again.",0.8888888888888888
236634,B008YA1NWC,AS9MWZ7HP97UL,Brad Wohlander,8,9,4,1280102400,"Very good , but a little weak","This is a very tasty blend, but it's quite weak and loses a lot of its floavor in iced coffee.",0.8888888888888888
240933,B000NBQUNW,A34QJX1QLBCIRO,Vicki L. Ross,8,9,5,1188086400,Cholesterol is lower,Cholesterol went from 257 to 233 in less than a month. LDL dropped from 163 to 140.,0.8888888888888888
241113,B000LR7QHW,A24SZ2BR6YRQT4,Dallas,8,9,4,1222732800,Good value roe,"very tiny eggs; very salty, strong flavor. good value for the price. ",0.8888888888888888
266581,B002I06JVY,A9L1PL5PA8HNQ,"J. Jacobo ""joejoe""",8,9,1,1295395200,Over Priced by seller,Ocer priced by the this seller. 9.99 for a 6 pack? they are 99 cents in out local grocery stores.,0.8888888888888888
277882,B001E53WIW,A2PSZ3LFQ79NT0,"K. Mcgrath ""Chopin Lover""",8,9,4,1248220800,"Good stuff, awful Amazon price",I get this at WHOLE FOODS for 4.59 per 32 oz. container. How can Amazon charge this price for 6?????,0.8888888888888888
280932,B000FFLHSY,A2QGAE0FZXOSUP,Clifford G. Rudolph,8,9,4,1163030400,Goji Berries,Excellent product but found similar at Whole Foods Market for 25 less money.,0.8888888888888888
285393,B000FI701Y,AKJFAIGUZPDE5,Mary B.,8,9,5,1149465600,These are delicious!,"Taste great, super easy to make, no fuss, no mess.  The pricing is very reasonable.",0.8888888888888888
295182,B000IKGG5U,A37Q3Y9E0O1G5T,Robert,8,9,2,1261267200,Check the price elsewhere...,"Kohl's had this item listed at 19.99, then marked down. 25 is asking too much for a 9"" dispenser.",0.8888888888888888
307406,B001D0IZ4O,A1X8DVFZEUPADA,A. Cox,8,9,1,1219104000,not good,This sounds great but has a strange chemical taste. We threw the box away after two cups. A terrible product.,0.8888888888888888
343364,B00004RBDU,A3FE854EPEY7NN,Amos Oren Long III,8,9,4,1195603200,flea control,Very satisfied. We have bought the flea trap and refills before and have always been satisfied.,0.8888888888888888
366117,B001EO7LVM,A3HRF2F1UAH7L4,"Patricia A. Merewether ""patsarts""",8,9,5,1229299200,Fresh and wonderful,I ordered Bergin dates - which are also delicious.  These are delicious and fresh - I highly recommend them!,0.8888888888888888
419883,B000SARJVA,A2NXPEVPFAYN1Z,K. L. Hughes,8,9,4,1200960000,interesting in a good way.,"This is like a cross between english black, darjeeling and a lightly oxidized oolong.  I like it.",0.8888888888888888
434469,B001CHFUGY,A3F5OCPJQXDBFX,"L. Magane-Goyer ""Live 2 Scrap""",8,9,5,1211932800,kick starts the morning,"This is my favorite K cup right now. Strong cup o joe, but not bitter. Great every day coffee.",0.8888888888888888
454007,B000NB3VFM,A10BEDZOPE6C6D,Climbhigh,8,9,5,1200614400,The feel good honey,Great for what ever ails you. Soothing for an irritated throat or cough. Great taste. Not too sweet tasting.,0.8888888888888888
454049,B003NCEATE,A2QLLDYEFDXB25,Jon M. Begley,8,9,5,1167782400,Real Theater Popcorn Popping Oil Revew.,"This product really does work,especially in the stir crazy popper.It makes crunchy popcorn every time.",0.8888888888888888
518902,B0028UA2NA,A1GIC4DAPYY81C,T. Flemma,8,9,5,1262822400,alternative cereal,"O's offer an alternative to wheat based cereals. Great taste, stay crispy forever and liked by the whole family.",0.8888888888888888
542038,B000W255II,A2SGMZOTPY9UIR,"Anonymous ""Horror Fan""",8,9,5,1233878400,yummy yummy,the smell is heavenly to say the least..used it in many recipes and ate it as is as well...DELICIOUS:),0.8888888888888888
99921,B0024NOZAC,A260EAA4BNFHI6,Charles W. Interrante,8,10,5,1248825600,shipping,"Yes the drink is good but 20.00 dollars to ship it,please it's cheaper out of a vending machine.",0.8
222059,B000BTEHRC,A31AOJLQYTTAKC,Mona Goldman,8,10,4,1156118400,syrup comparison,I was testing cookie recipes and got similar results using black treacle  unsulphured molasses.,0.8
246070,B000EEWZG4,A2Y5P8ISTELDO7,Michael,8,10,4,1178409600,Good stuff,"I used to buy the larger cans, but this is a better size and saves waste.",0.8
341186,B0005ZHPFI,A2UEGB6AEJR83F,"Jerry O'Brien ""OB""",8,10,5,1169164800,Good hot sauce,"It is hot and not overpowering, you can also taste the food.",0.8
348165,B000O160KE,A3TY1MOSZLSCHU,Maureen Shea,8,10,5,1215302400,Stevia rules,"The teeny packets are a little awkward, but other than that it's perfect in my beverages.",0.8
441232,B000EVQWKC,A17HABVW22BW5E,John P. Slater,8,10,1,1181260800,Toxic Gummi Bears,The sugar substitute used is a laxative and caused everyone who ate them to become very sick,0.8
5455,B00622CYVI,A298EGEB1PX9EH,S. Smith,8,11,1,1276646400,poorly packaged,Several broke during transit causing mold to grow over all the other jars. Jars are cheaper at Walmart.,0.7272727272727273
65998,B0007A0AQW,AZOCULM8WEV27,Sweetone,8,11,5,1300406400,Best Treats for my Yorkie/Maltese,  Length:: 0:42 Mins   ,0.7272727272727273
106720,B0012YGTBW,A6I54G6H63H36,Eric,8,11,5,1174435200,Beautiful Plant,The plant arrived in short order and was very large. The plant is beautiful!,0.7272727272727273
154364,B005SED1TU,A1L5Y3T8POYYN4,Cynthia L. Sprock,8,11,5,1178409600,Hawaiian red sea salt,Great product with fast delivery!  The price was right on target too.,0.7272727272727273
161712,B000K6Z22U,A28UCUVLDBM67V,"SVH_Man ""svh""",8,11,4,1181606400,Charged with a salt.,"Delicious salt, doesn't dissolve too quickly so must be used with care.",0.7272727272727273
312673,B0001R04LM,A103HEFMF816G5,"S. Madden ""MeNY""",8,11,3,1171324800,Cute box,"The gift box is cute, but the selection isn't as good as the one from Hometown Favorites.",0.7272727272727273
543978,B0018L8XPE,A1FH38NAW2NSL4,"Eduardo ""eduardo vera""",8,11,5,1237334400,Delightfull Nights,"I enjoy the nights with this churro maker, i can't sleep without eating churros with milk chocolate.",0.7272727272727273
438385,B001EQ4G7W,AC8PRN45WVZLE,Pamela D. Clark,8,12,1,1168473600,Mustard was outdated,All of the six mustards were outdated.  Beware of buying food at Amazon because the food could be outdated.,0.6666666666666666
102167,B001ELLB16,A2D0CFXJ52R80L,D. B Whittle,8,13,5,1193184000,"Good Oil, Good Service, Good Price",This is very good oil - and the price is right.  Delivery was good too.  Highly recommended.,0.6153846153846154
324160,B000JMDJ5C,A2S2BL4E97BTEG,Mary Joan Dunphy,8,13,2,1288656000,spice,"Since there wasn't any ingredient listing, I didn't know I couldn't use it until it arrived. I am gluten free...sorry!",0.6153846153846154
485865,B0024NXW2Y,AFAS37KO1GNL1,Jamin,8,13,1,1289347200,Review basic math,24 cans at 1ea = 24 24 cans at 25 = 1.05can I'll just walk down the street thanks =),0.6153846153846154
510139,B0006ZN4XE,A2OU3SMNDZ16EN,Rosemary R. Mark,8,13,5,1151798400,the best eggs to eat and cook with,Excellent eggs bought some for myself as well as my elderly mother. I will order more the the future.,0.6153846153846154
489593,B0029XDZDK,A29Y8VKV7VW5GL,"Linda S. Pierce ""big spender""",8,14,1,1247356800,Re-think your purchase,This blend along with Jet Fuel are bitter.  Only buy if you are crazy about Starbucks dark roast.,0.5714285714285714
495726,B0098WV8F2,A24EHP1X31KKVY,marandabowden,8,14,1,1316476800,did NOT taste like peanut butter,i personally wasnt impressed with this imitation peanut butter esp. for the price. it was very chalky tasting. thumbs down!!,0.5714285714285714
82069,B000V6FTZO,A27VWLNEHHFO94,Grumps,8,15,3,1221955200,MSG?,"Taste is good. However, this product, like many from Campbell's, contains MSG.  There are better options.",0.5333333333333333
218028,B000GZSDSA,A3TWWFB58KTKD5,J. Cai,8,15,1,1233100800,Don't Buy this,This rice rusk is made in China. I don't trust it since it has milk powder as one of ingredient.,0.5333333333333333
105256,B001EQ4HRG,AOFUOX3MA1UGF,"LoriB ""LoriPhilly""",8,17,2,1262995200,expensive,"You can get a 12 pack at BJs for 15, double the quantity for just a little more",0.47058823529411764
1946,B001HBTGI8,A2MND5PX55LHXL,pdan,7,7,5,1238371200,"makes a quick,tasty martini","We have reorderd this product many times...makes a great dirty martini..delivery is prompt, product well packed",1.0
5822,B002HFRYZ0,A2ZY23X9IKXMON,Entronaut,7,7,5,1179619200,A Terrific Find !,Unexcelled as to price and equal in quality to the best !,1.0
29694,B000GFYRIA,A3PUOTK85N8Z28,Bo Peep,7,7,5,1247356800,The best tea ever!,This tea is so hard to find in the stores...so I stock up on it on Amazon.  Thanks!!,1.0
35179,B000ED7M1S,A2FHT707IYP8ZE,Kent Garvey,7,7,5,1185753600,Getting harder to find,"These were perfect, and a brand I am familiar with. Now I have a good source for them.",1.0
35446,B000ES3LMM,A2M7A4WSRRETBJ,"D. Gentry ""Still Waters""",7,7,5,1171152000,Tea lover's choice,This is the very rich flavored English Breakfast tea.  Ahmad teas are the best in most any flavor!!,1.0
46050,B001EO5QZK,A3930X480VRR8D,murray lee,7,7,5,1181606400,great strong tea,Use 12 as much tea as you normally brew and still have a stronger more full bodied tea.,1.0
49165,B001J5SW5U,AX1ZJT2PIIIXL,"Cindy A. Phillips ""cindy""",7,7,5,1260230400,Crawford Garibaldi,Great item. Just like the Sunshine Raisin cookies that you use to be able to buy.,1.0
51644,B0002PHEU2,ASHJAZC9OA9NS,Stephen,7,7,5,1223164800,Excellent Quality,Best quality oil I've encountered.  I was impressed with the packaging for shipping.  Nice job.,1.0
56340,B00016Q6EM,A2NU6XPI836R28,"J. Gerber ""peaches2perfect""",7,7,5,1267747200,popcorn salt / powdered salt,"Great product, finely milled. Perfect for popcorn, nuts or any other item that normal grain salt can't adhere to.",1.0
62542,B000EMQFZI,A3PDJET2976LLL,M. Crawford,7,7,5,1148601600,Yummy!,It really does taste like homemade popcorn on the stove!  Just the right amount of salt!,1.0
73710,B0002AHT84,A8K2P02I29PI3,James Dross,7,7,5,1163030400,Loumidis Papagalos Greek coffee,I have used other brands and this is by far the best tasting.,1.0
82074,B0002JG0HG,A23SAMOY4KVZ9B,Penne Stimpson,7,7,5,1271808000,Good Choice for Maple syrup,I was happy with this product.  It had a nice flavor and had a great price!,1.0
100679,B002N7DSLG,AKXCQP3DLGW7F,"A. bauman ""Mother, Wife, Artist""",7,7,5,1152230400,Yummy,We really like these. The lemon flavor is heavenly. The cookies are crisp and light... VERY VERY good.,1.0
122454,B001E6IZU6,A2IFVXZSXNSYFP,James C. Price,7,7,5,1210204800,good choice,Very convenient way to stock-up on an excellent cerial (or light snack) at a good price. Retains crispness very well.,1.0
144184,B000BBY7YS,A154MF74R6T4II,ReadingTub Reviews,7,7,5,1196467200,Enough for Two,Our recipient said she had so many flowers in this bouquet she made two arrangements. Great deal!!,1.0
144704,B0013JV6RS,A2HG3UOEJLHBBO,Ruby,7,7,5,1143158400,Best Sugarfree gum around,"This is the best sugar free gum around -- no nutrasweetaspartame in it  no bad ""fake sweetener after taste""",1.0
165096,B000FTU5MO,A2F34NZDKOSHE1,RUDOLF F. SMETS,7,7,5,1173312000,superb salt for grilling,"wow, it's amazing what this salt does for youur steaks on the grill.",1.0
171764,B000LKX6R8,A12Y4VR685YNE2,kate,7,7,5,1316476800,GREAT noodles,does not stick together when cooked according to package instruction. absorbs sauce and spices VERY well. I love this noodle.,1.0
185618,B006N3I1QI,A3IPOY12T0IAG0,Michael Brown,7,7,2,1312934400,Mudslide,"It was very weak in flavor, not a full body coffee....had to make two to make at least a taste.",1.0
205059,B0002PHFKQ,A1OKCJVBQI9KPX,Carolyn C. Llorente,7,7,5,1231286400,orange flower water,"Difficult to find, but easy to get.  The retailer sent it right out--exceeded expectations.",1.0
224166,B0002ARQYQ,A3EWMJZTFJZGPN,Mark P.,7,7,5,1201478400,Great Product for Hyperactive Puppy,A product that will actually last with a puppy that destroys every toy.  Highly recommended.,1.0
228914,B001GVIUKE,A3LQBQN2F8TAGV,Leon B. Lockwood,7,7,5,1243555200,Mmmmmm....snails,Excellent snails for a great price...what else can you say? Either you love them or you don't....we do.,1.0
231688,B000EVQWJ8,A2M1VANPYNCXCX,"Ms. Stephanie L. Rettig ""Stephanie4617""",7,7,5,1171670400,Wonderful!,These centipedes are wonderful! They have a lot of flavor and last a long time!,1.0
242679,B002SHLJ8U,APVJ87SVGQW2T,L. Johnson,7,7,4,1288742400,Great Taste!,"This syrup tastes very good.  Not quite as good as Starbucks, but comes close.",1.0
256224,B0009F3SF0,AHFRVBQNZAST4,Tiffiny Suter,7,7,5,1167782400,Good flavor,"This was a nice, flavorful tea. I enjoyed it and am looking forward to trying the Nursing Mom's tea.",1.0
261861,B001E5E20E,A23M4IJI3XD9ME,S. Figueredo,7,7,5,1256169600,"awesome tea, terrble price","i love this tea, but it is SO overpriced here (~7 at wholefoods for same exact item)",1.0
278883,B00020V5N4,A3S93NIVZYK0LE,Wayne A. Rupert,7,7,5,1170892800,mmmmmmm!!!!!!!!!!!!!!!!,"""oooooooooo mmmmmmmmmmmmmmm oooooooooo"", Is all I heard for two days after giving her these candies, Thank You.",1.0
279321,B005NYXE1K,A1KLA8P0H0KT6Y,walter,7,7,4,1280534400,hot weather,not an item to buy in summer.most chocolate products melted but still a nostalgic candy suprise,1.0
283187,B000WM8WQU,A3FBLBRP2FCXCL,"Baburaj Panicker ""Babu""",7,7,5,1272240000,Stealing ... Costco giving for $15.xx - 20lb,Very good rice. But this seller is stealing ... Costco giving for 15.xx - 20lb,1.0
297720,B000JWIC5Y,AJ96VPN8H4WUG,"J. Rondeau ""Thumper44""",7,7,4,1187827200,Bacon ranch,"This dressing was very edible, nice bacon flavor, thicker than some others, would buy it again",1.0
346833,B0026W9TLQ,A3ER5RG19SZYG2,"Gary W. Winslow ""Scanner crazy""",7,7,2,1277337600,Old and tough,I will not likely order again. The product was old and past the pull date by 2 months.,1.0
347782,B001P3NU3K,A10NAWFCE58ZZU,vu,7,7,5,1277942400,hygiene chews,  These work great for reducing tartar on dogs teeth and recommended by my VET.,1.0
374970,B000EN764G,A1FKRTJZ1PTOJO,B. Bennett,7,7,5,1185408000,Importfoodcom- Thai Fresh kaffir lime leaves 1.5 oz.,Product arrived promptly and was absolutely fresh. The quantity (60-70 leaves) was correct. Very pleased with the value.,1.0
375241,B00016LZR0,A1K4JLF5TDXPEJ,"Jeanette ""blingbling""",7,7,5,1261526400,Vegetaable Broth,"love the product, use it everyday for extra flavor in soup, stews, to spice up  vegetables",1.0
390223,B000BXX39Q,A3DQUL6SGQVGG9,Lori,7,7,5,1186617600,Great product,I received my order quickly and my dog loves the food. I've already ordered more of the same product.,1.0
390239,B000SSQXNW,A3UXFI8RTOCRS4,O. Kikin,7,7,3,1225411200,"½ pounds, not 1.5","The tea is good, but the description is misleading. It's only ½ lb (227 grams).",1.0
398522,B0025UC2DQ,A2VXWTW74A0BGG,DEBORAH A GRAY,7,7,5,1286409600,Great Buy!,Truvia is so hard to find in large quantities.  This is great and the price is amazing.,1.0
406357,B0009OD4EQ,A2P3FYGUGUV09O,"crazybrit ""lifeisajoy""",7,7,4,1178755200,"Definitely not a ""typical"" cookie.","Tried some right out of the box. Gooey, marshmallowy, but good. Lightly sweet. Very good with tea.",1.0
407842,B000WUVZCK,AS73BYSVGX83E,H. S. Hill,7,7,5,1242518400,Cat treats,"My cat loves these,he goes bonkers for them.And these treats are good for him and his teeth.",1.0
408110,B000FDDETG,A33700U9B1GCOQ,"Lindy ""Lindy""",7,7,5,1178928000,simply delicious!,A good rye flavor and works great in my bread maker--= always perfect! - This flavor is my favorite!,1.0
419974,B000F4J74Q,A2WXJRJ4JA3OLC,"Lisa A. Smith ""pinkymcgee""",7,7,5,1171843200,Best tea ever!,"This is my favorite tea!  It is naturally sweet, and has a wonderful aroma.",1.0
424132,B004X8TG3M,A3CPU6NZNKB5JA,"Yelena Burkut ""mom of two""",7,7,5,1327536000,One of my favs,  Length:: 1:06 Mins     Great and inexpensive breakfast on the go or snack,1.0
458045,B0027DEVCG,A1APJOMR5DIS56,tm171503,7,7,5,1290384000,Love!,I love this product! I bought it to replace my constant purchase of vanilla beans.  It's a perfect substitute.,1.0
460590,B000F21QK6,A2P69Z464Z10CS,Dylan J. Vangorp,7,7,3,1267574400,"Good Rice, But Can Find Cheaper",The rice is great. Will last me for awhile but unfortunately I have found much cheaper prices else where.,1.0
478580,B000E3XCGM,A3EKCT19I34BVP,"Glenn Stephenson ""Glennito""",7,7,5,1192406400,Old faithful,"I frequently rely on Zatarains for an easy, yet delicious item for potlucks.  It always gets the thumbs up!",1.0
484020,B0029NV5QY,A2GHAVC3OPWXTJ,"Michael C. Helm ""Bluefish115""",7,7,5,1258502400,Dentastix,Actually thought I was getting the large size but these are just fine.  Our Beagle loves them,1.0
512184,B000MAK3UA,A3HFU732R34KNA,Shirley A. Hylton,7,7,5,1187222400,WW Friendly,This popcorn is only 1 Weight Watcher point per bag.  It tastes great and very filling.,1.0
512185,B000MAK3UA,A3INCH36I9TYQA,"Muffygriffin ""Avid Reader""",7,7,5,1185148800,JOLLY-POP,Excellent product.Fits in so well with my diet. The size assists with portion control.Will definitely purchase again.,1.0
525043,B0010B6IFY,A39UU7D4UYR0IC,Sydney,7,7,5,1247184000,Fancy Feast Gourmet Cat Food 3-Flavor Grilled Varieties,Cats enjoy every can without hesitation and it arrives on time before we run out of food.  [...],1.0
543000,B0012690UC,A2T3IOUHQN9Q2X,William B. Freely,7,7,5,1238025600,Szeged paprika,Excellent product . . . have used for many years.  Best of the commercially available paprikas.,1.0
551823,B003RDFJ6C,A3NID9D9WMIV01,"Louie Arrighi ""Lou da Joo""",7,7,5,1279152000,great foo foo coffee,"  Length:: 1:54 Mins   strong hints of raspberry, smooth without a bitter aftertaste.",1.0
560041,B001682OG8,A2H1PQ3TMDL3YX,yoga gal,7,7,1,1259539200,YIKES!!!,Good Lord....we all grew up on Tang and it was great! Now it will kill you.,1.0
562538,B000C5UYF4,A3VQUQY1VE32PD,E. Balow,7,7,5,1168041600,Great product,Must better than the stuff at the grocery store that costs 10 times more.,1.0
13409,B001E5DQGK,A20KADXZXHUW0H,"SCF ""Franklin""",7,8,5,1276732800,very nice!,This product is wonderful.  Drizzle it on your pizza.  Mediocre to magnificent in mere moments!,0.875
28702,B0019NC8F2,A3Q8SM6PADP1C,D. Herlich,7,8,5,1246924800,Essential for making ice cream,I can't find the stuff in any of my local stores. Absolutely indispensable. Works MUCH better than Kosher salt.,0.875
45281,B000OV5NBG,A2EHH9K5X5TK7V,"Julie N. Humphreys ""uknksdm""",7,8,5,1234051200,Ganocafe,Lovely evening drink for coffee lovers.  Close your eyes and don't think about mushrooms.,0.875
56920,B000VK4CT4,A1IZUL81WLV8S6,Robert J. Austin,7,8,5,1266105600,"Quite nice, appropriate for vegans","These noodles are very nice, though I pay ~10 for a pack of twelve at my local co-op.",0.875
74424,B001BM3C0Q,A366K8ZPVIM9OW,Kelly Obrien,7,8,1,1239235200,icky,We love garden of eatin.  These are just icky.  I love tamari but these don't taste good.,0.875
103967,B00065LI0A,A3MO5H02MDSMKM,Sarah L. Clayton,7,8,5,1200355200,Great food,The grand edition food basket was delightfully received and very much enjoyed. Good choice for a gift anytime of year.,0.875
130070,B002YRBALU,A3EFSLEMHNPP6A,Senor Zoidbergo,7,8,5,1288310400,Great quality almond flour!,I made macarons with these; the almond flour is very finely ground and perfectly suited for macaron-making!,0.875
150850,B000EVSYI0,A3AF3VH40HRKVH,R. Phillips,7,8,5,1156377600,Great Product,These Strawberry Wheels are very fresh and delicious.  I highly recommend them.,0.875
152106,B000N8N7K4,A1B1GKM0X78W9P,R. Lessley,7,8,5,1233273600,Great Stuff,I like this product.  A large bottle lets you use it in healthful amounts.,0.875
157620,B0015AT546,AYXMSYXIKFDIN,"James Heitzer ""Roscoe Domino""",7,8,5,1237248000,Happiness,Tootsie Pop Drops are Tootsie Pops without the stick.  Good stuff.  Better than Brussels Sprouts.  Much better.,0.875
190836,B001IZIBNY,A1Z5LSGJTEDFG1,Bettya88,7,8,4,1263686400,"Ginger root, ground",Organic ginger root-groud. Re-usable glass jar. Comes in set of three. Very good fresh taste.,0.875
199639,B001D0KG5K,A3KIESD88L9MRF,Long Islander,7,8,5,1246838400,Timothy's Pumpkin coffee K-cups,The price was right and the taste was smooth.  Would order it again when it comes back in stock.,0.875
215699,B000INOVMC,A2MIP3AQVSF2SS,"Product Master ""PM""",7,8,1,1274227200,Not real Balsamic Vinegar,"Sorry, but Penguin Mints seem to sell a number of authentic-sounding balsamics that are just not the real thing.",0.875
217084,B000YHNXTE,A37J4291SDK5QQ,"Bill Davis ""Bill""",7,8,5,1205193600,Sugar Plum Farm syrup,"One word: Yummy!  This is a great syrup, warmed or cold. Very tasty, especially good on waffles.",0.875
226976,B00473QUGO,A18VRFAQX2ATO0,HTY,7,8,4,1314230400,COULD BE BETTER,ITS A GOOD TABLE SALT DONT LIKE TO COOK WITH IT YOU LOSE YOUR SEASONING WITH THE BITTER AFTER TAST.,0.875
252938,B000UWCZLA,ATWSGS081DS8,M. Kricun,7,8,4,1245888000,Roland Quinoa,Very good deal. Half the price per lb. as in the supermarket and free shipping. Can't beat it!,0.875
302416,B000K6X8KI,A2XBFVW4EE13AH,"Jo-Ann Murphy ""Lightstar""",7,8,5,1188777600,Great Salt,Makes a nice presentation and has a nice flavor.  Large crystals are very versatile.,0.875
308481,B0000DIVUR,AAFD4W6P5XWNT,Nick Watson,7,8,5,1070755200,Great gift for the holidays!,My brother-in-law was thrilled with this gift (and he's Italian!). gt; Superfast shipping!,0.875
317548,B000DCOM2W,AGSGWDDVVLDWO,Greg W. Young,7,8,5,1229472000,The Holy Grail of hot chocolate!,I haven't had a cup of Swiss Miss since I tried this two years ago...  I haven't looked back.,0.875
317979,B001XWRGS8,A67V5D8QSQW2W,"Enna ""Erin""",7,8,5,1278806400,Organic Vanilla Extract,This vanilla is wonderful in my baked goods and is a good price.  I love that it is organic.,0.875
325371,B003CH8YQU,ARKF4FDJNDO98,PRWifee,7,8,5,1295395200,Son loved it!,I sent this package to my son as a treat. He's away at school and loved getting this care package.,0.875
343485,B00004RBDZ,A3FJ9DHG28WS8G,Marlenacard,7,8,5,1179878400,a-okay,"I have used the fly traps before. They work really well. I have horses ,so i have alot of flys.",0.875
393760,B001E5E0NI,A135XHGMBR0OWF,"Frances R. Dickman ""Duchess of Westbury""",7,8,5,1171497600,Delicious coffee,Impossible to make a bad cup of coffee with Melitta.  Delicious decaf coffee with no aftertaste.,0.875
407951,B00473JLA6,A2Z8FSBSA0KJGM,LDS Member,7,8,5,1326758400,Postum by another name,"This beverage tastes very much like Postum, which I haven't been able to find for years. I highly recommend it!",0.875
409878,B000TV8STA,A3TFSOU5B2CIUT,justntym,7,8,4,1243382400,Smoke and Spice and everything nice,  Length:: 0:39 Mins   ,0.875
459175,B000LRFYVC,A3NO9OI61EYEB3,Rick Kamerer,7,8,5,1262131200,Best Jam for Your Morning Toast or Bagel!,I am totally addicted to this stuff!  Need I say more?  It is delicious!,0.875
564405,B003N0ZN5G,A1KIJ9B9CEFI3M,Axel Kassel,7,8,4,1269648000,Nice dried-fuit platter.,"Nice assortment of clean, tasty, chewy fruit. Me Mum liked it, too, and she's particular.",0.875
